"caseId","lexisCite","term","justiceName","vote"
"2005-005","2005 U.S. LEXIS 8373",2005,"JPStevens",1
"2005-005","2005 U.S. LEXIS 8373",2005,"SDOConnor",1
"2005-005","2005 U.S. LEXIS 8373",2005,"AScalia",1
"2005-005","2005 U.S. LEXIS 8373",2005,"AMKennedy",1
"2005-005","2005 U.S. LEXIS 8373",2005,"DHSouter",1
"2005-005","2005 U.S. LEXIS 8373",2005,"CThomas",1
"2005-005","2005 U.S. LEXIS 8373",2005,"RBGinsburg",1
"2005-005","2005 U.S. LEXIS 8373",2005,"SGBreyer",1
"2005-005","2005 U.S. LEXIS 8373",2005,"JGRoberts",1
"2005-006","2005 U.S. LEXIS 8372",2005,"JPStevens",1
"2005-006","2005 U.S. LEXIS 8372",2005,"SDOConnor",1
"2005-006","2005 U.S. LEXIS 8372",2005,"AScalia",1
"2005-006","2005 U.S. LEXIS 8372",2005,"AMKennedy",1
"2005-006","2005 U.S. LEXIS 8372",2005,"DHSouter",1
"2005-006","2005 U.S. LEXIS 8372",2005,"CThomas",1
"2005-006","2005 U.S. LEXIS 8372",2005,"RBGinsburg",1
"2005-006","2005 U.S. LEXIS 8372",2005,"SGBreyer",1
"2005-006","2005 U.S. LEXIS 8372",2005,"JGRoberts",1
"2005-007","2005 U.S. LEXIS 8554",2005,"JPStevens",1
"2005-007","2005 U.S. LEXIS 8554",2005,"SDOConnor",1
"2005-007","2005 U.S. LEXIS 8554",2005,"AScalia",1
"2005-007","2005 U.S. LEXIS 8554",2005,"AMKennedy",1
"2005-007","2005 U.S. LEXIS 8554",2005,"DHSouter",1
"2005-007","2005 U.S. LEXIS 8554",2005,"CThomas",1
"2005-007","2005 U.S. LEXIS 8554",2005,"RBGinsburg",2
"2005-007","2005 U.S. LEXIS 8554",2005,"SGBreyer",2
"2005-007","2005 U.S. LEXIS 8554",2005,"JGRoberts",NA
"2005-008","2005 U.S. LEXIS 8553",2005,"JPStevens",1
"2005-008","2005 U.S. LEXIS 8553",2005,"SDOConnor",1
"2005-008","2005 U.S. LEXIS 8553",2005,"AScalia",1
"2005-008","2005 U.S. LEXIS 8553",2005,"AMKennedy",1
"2005-008","2005 U.S. LEXIS 8553",2005,"DHSouter",1
"2005-008","2005 U.S. LEXIS 8553",2005,"CThomas",1
"2005-008","2005 U.S. LEXIS 8553",2005,"RBGinsburg",1
"2005-008","2005 U.S. LEXIS 8553",2005,"SGBreyer",1
"2005-008","2005 U.S. LEXIS 8553",2005,"JGRoberts",1
"2005-010","2005 U.S. LEXIS 9037",2005,"JPStevens",1
"2005-010","2005 U.S. LEXIS 9037",2005,"SDOConnor",1
"2005-010","2005 U.S. LEXIS 9037",2005,"AScalia",1
"2005-010","2005 U.S. LEXIS 9037",2005,"AMKennedy",1
"2005-010","2005 U.S. LEXIS 9037",2005,"DHSouter",1
"2005-010","2005 U.S. LEXIS 9037",2005,"CThomas",1
"2005-010","2005 U.S. LEXIS 9037",2005,"RBGinsburg",1
"2005-010","2005 U.S. LEXIS 9037",2005,"SGBreyer",1
"2005-010","2005 U.S. LEXIS 9037",2005,"JGRoberts",1
"2005-011","2005 U.S. LEXIS 9229",2005,"JPStevens",1
"2005-011","2005 U.S. LEXIS 9229",2005,"SDOConnor",1
"2005-011","2005 U.S. LEXIS 9229",2005,"AScalia",1
"2005-011","2005 U.S. LEXIS 9229",2005,"AMKennedy",2
"2005-011","2005 U.S. LEXIS 9229",2005,"DHSouter",1
"2005-011","2005 U.S. LEXIS 9229",2005,"CThomas",1
"2005-011","2005 U.S. LEXIS 9229",2005,"RBGinsburg",2
"2005-011","2005 U.S. LEXIS 9229",2005,"SGBreyer",1
"2005-011","2005 U.S. LEXIS 9229",2005,"JGRoberts",1
"2005-012","2005 U.S. LEXIS 9234",2005,"JPStevens",1
"2005-012","2005 U.S. LEXIS 9234",2005,"SDOConnor",1
"2005-012","2005 U.S. LEXIS 9234",2005,"AScalia",1
"2005-012","2005 U.S. LEXIS 9234",2005,"AMKennedy",1
"2005-012","2005 U.S. LEXIS 9234",2005,"DHSouter",1
"2005-012","2005 U.S. LEXIS 9234",2005,"CThomas",1
"2005-012","2005 U.S. LEXIS 9234",2005,"RBGinsburg",1
"2005-012","2005 U.S. LEXIS 9234",2005,"SGBreyer",1
"2005-012","2005 U.S. LEXIS 9234",2005,"JGRoberts",1
"2005-013","2005 U.S. LEXIS 9233",2005,"JPStevens",1
"2005-013","2005 U.S. LEXIS 9233",2005,"SDOConnor",1
"2005-013","2005 U.S. LEXIS 9233",2005,"AScalia",3
"2005-013","2005 U.S. LEXIS 9233",2005,"AMKennedy",1
"2005-013","2005 U.S. LEXIS 9233",2005,"DHSouter",1
"2005-013","2005 U.S. LEXIS 9233",2005,"CThomas",1
"2005-013","2005 U.S. LEXIS 9233",2005,"RBGinsburg",1
"2005-013","2005 U.S. LEXIS 9233",2005,"SGBreyer",1
"2005-013","2005 U.S. LEXIS 9233",2005,"JGRoberts",1
"2005-014","2006 U.S. LEXIS 759",2005,"JPStevens",3
"2005-014","2006 U.S. LEXIS 759",2005,"SDOConnor",1
"2005-014","2006 U.S. LEXIS 759",2005,"AScalia",1
"2005-014","2006 U.S. LEXIS 759",2005,"AMKennedy",1
"2005-014","2006 U.S. LEXIS 759",2005,"DHSouter",1
"2005-014","2006 U.S. LEXIS 759",2005,"CThomas",1
"2005-014","2006 U.S. LEXIS 759",2005,"RBGinsburg",3
"2005-014","2006 U.S. LEXIS 759",2005,"SGBreyer",1
"2005-014","2006 U.S. LEXIS 759",2005,"JGRoberts",1
"2005-015","2006 U.S. LEXIS 758",2005,"JPStevens",2
"2005-015","2006 U.S. LEXIS 758",2005,"SDOConnor",1
"2005-015","2006 U.S. LEXIS 758",2005,"AScalia",1
"2005-015","2006 U.S. LEXIS 758",2005,"AMKennedy",1
"2005-015","2006 U.S. LEXIS 758",2005,"DHSouter",1
"2005-015","2006 U.S. LEXIS 758",2005,"CThomas",2
"2005-015","2006 U.S. LEXIS 758",2005,"RBGinsburg",1
"2005-015","2006 U.S. LEXIS 758",2005,"SGBreyer",1
"2005-015","2006 U.S. LEXIS 758",2005,"JGRoberts",1
"2005-016","2006 U.S. LEXIS 757",2005,"JPStevens",4
"2005-016","2006 U.S. LEXIS 757",2005,"SDOConnor",1
"2005-016","2006 U.S. LEXIS 757",2005,"AScalia",1
"2005-016","2006 U.S. LEXIS 757",2005,"AMKennedy",1
"2005-016","2006 U.S. LEXIS 757",2005,"DHSouter",1
"2005-016","2006 U.S. LEXIS 757",2005,"CThomas",1
"2005-016","2006 U.S. LEXIS 757",2005,"RBGinsburg",1
"2005-016","2006 U.S. LEXIS 757",2005,"SGBreyer",1
"2005-016","2006 U.S. LEXIS 757",2005,"JGRoberts",1
"2005-017","2006 U.S. LEXIS 760",2005,"JGRoberts",1
"2005-017","2006 U.S. LEXIS 760",2005,"JPStevens",2
"2005-017","2006 U.S. LEXIS 760",2005,"SDOConnor",1
"2005-017","2006 U.S. LEXIS 760",2005,"AScalia",1
"2005-017","2006 U.S. LEXIS 760",2005,"AMKennedy",1
"2005-017","2006 U.S. LEXIS 760",2005,"DHSouter",2
"2005-017","2006 U.S. LEXIS 760",2005,"CThomas",1
"2005-017","2006 U.S. LEXIS 760",2005,"RBGinsburg",2
"2005-017","2006 U.S. LEXIS 760",2005,"SGBreyer",2
"2005-018","2006 U.S. LEXIS 767",2005,"JPStevens",1
"2005-018","2006 U.S. LEXIS 767",2005,"SDOConnor",1
"2005-018","2006 U.S. LEXIS 767",2005,"AScalia",2
"2005-018","2006 U.S. LEXIS 767",2005,"AMKennedy",1
"2005-018","2006 U.S. LEXIS 767",2005,"DHSouter",1
"2005-018","2006 U.S. LEXIS 767",2005,"CThomas",2
"2005-018","2006 U.S. LEXIS 767",2005,"RBGinsburg",1
"2005-018","2006 U.S. LEXIS 767",2005,"SGBreyer",1
"2005-018","2006 U.S. LEXIS 767",2005,"JGRoberts",2
"2005-019","2006 U.S. LEXIS 766",2005,"JPStevens",1
"2005-019","2006 U.S. LEXIS 766",2005,"SDOConnor",1
"2005-019","2006 U.S. LEXIS 766",2005,"AScalia",1
"2005-019","2006 U.S. LEXIS 766",2005,"AMKennedy",1
"2005-019","2006 U.S. LEXIS 766",2005,"DHSouter",1
"2005-019","2006 U.S. LEXIS 766",2005,"CThomas",NA
"2005-019","2006 U.S. LEXIS 766",2005,"RBGinsburg",1
"2005-019","2006 U.S. LEXIS 766",2005,"SGBreyer",1
"2005-019","2006 U.S. LEXIS 766",2005,"JGRoberts",1
"2005-020","2006 U.S. LEXIS 912",2005,"JPStevens",1
"2005-020","2006 U.S. LEXIS 912",2005,"SDOConnor",1
"2005-020","2006 U.S. LEXIS 912",2005,"AScalia",1
"2005-020","2006 U.S. LEXIS 912",2005,"AMKennedy",1
"2005-020","2006 U.S. LEXIS 912",2005,"DHSouter",1
"2005-020","2006 U.S. LEXIS 912",2005,"CThomas",1
"2005-020","2006 U.S. LEXIS 912",2005,"RBGinsburg",1
"2005-020","2006 U.S. LEXIS 912",2005,"SGBreyer",1
"2005-020","2006 U.S. LEXIS 912",2005,"JGRoberts",1
"2005-021","2006 U.S. LEXIS 913",2005,"JPStevens",1
"2005-021","2006 U.S. LEXIS 913",2005,"SDOConnor",1
"2005-021","2006 U.S. LEXIS 913",2005,"AScalia",1
"2005-021","2006 U.S. LEXIS 913",2005,"AMKennedy",1
"2005-021","2006 U.S. LEXIS 913",2005,"DHSouter",3
"2005-021","2006 U.S. LEXIS 913",2005,"CThomas",1
"2005-021","2006 U.S. LEXIS 913",2005,"RBGinsburg",1
"2005-021","2006 U.S. LEXIS 913",2005,"SGBreyer",3
"2005-021","2006 U.S. LEXIS 913",2005,"JGRoberts",1
"2005-022","2006 U.S. LEXIS 911",2005,"JPStevens",1
"2005-022","2006 U.S. LEXIS 911",2005,"SDOConnor",1
"2005-022","2006 U.S. LEXIS 911",2005,"AScalia",1
"2005-022","2006 U.S. LEXIS 911",2005,"AMKennedy",1
"2005-022","2006 U.S. LEXIS 911",2005,"DHSouter",1
"2005-022","2006 U.S. LEXIS 911",2005,"CThomas",1
"2005-022","2006 U.S. LEXIS 911",2005,"RBGinsburg",1
"2005-022","2006 U.S. LEXIS 911",2005,"SGBreyer",1
"2005-022","2006 U.S. LEXIS 911",2005,"JGRoberts",1
"2005-023","2006 U.S. LEXIS 917",2005,"JPStevens",1
"2005-023","2006 U.S. LEXIS 917",2005,"SDOConnor",1
"2005-023","2006 U.S. LEXIS 917",2005,"AScalia",2
"2005-023","2006 U.S. LEXIS 917",2005,"AMKennedy",2
"2005-023","2006 U.S. LEXIS 917",2005,"DHSouter",1
"2005-023","2006 U.S. LEXIS 917",2005,"CThomas",2
"2005-023","2006 U.S. LEXIS 917",2005,"RBGinsburg",1
"2005-023","2006 U.S. LEXIS 917",2005,"SGBreyer",1
"2005-023","2006 U.S. LEXIS 917",2005,"JGRoberts",2
"2005-024","2006 U.S. LEXIS 916",2005,"JPStevens",2
"2005-024","2006 U.S. LEXIS 916",2005,"SDOConnor",1
"2005-024","2006 U.S. LEXIS 916",2005,"AScalia",1
"2005-024","2006 U.S. LEXIS 916",2005,"AMKennedy",2
"2005-024","2006 U.S. LEXIS 916",2005,"DHSouter",1
"2005-024","2006 U.S. LEXIS 916",2005,"CThomas",1
"2005-024","2006 U.S. LEXIS 916",2005,"RBGinsburg",1
"2005-024","2006 U.S. LEXIS 916",2005,"SGBreyer",1
"2005-024","2006 U.S. LEXIS 916",2005,"JGRoberts",1
"2005-025","2006 U.S. LEXIS 1070",2005,"JGRoberts",1
"2005-025","2006 U.S. LEXIS 1070",2005,"JPStevens",1
"2005-025","2006 U.S. LEXIS 1070",2005,"SDOConnor",1
"2005-025","2006 U.S. LEXIS 1070",2005,"AScalia",1
"2005-025","2006 U.S. LEXIS 1070",2005,"AMKennedy",1
"2005-025","2006 U.S. LEXIS 1070",2005,"DHSouter",1
"2005-025","2006 U.S. LEXIS 1070",2005,"CThomas",1
"2005-025","2006 U.S. LEXIS 1070",2005,"RBGinsburg",1
"2005-025","2006 U.S. LEXIS 1070",2005,"SGBreyer",1
"2005-026","2006 U.S. LEXIS 1071",2005,"JPStevens",1
"2005-026","2006 U.S. LEXIS 1071",2005,"SDOConnor",1
"2005-026","2006 U.S. LEXIS 1071",2005,"AScalia",1
"2005-026","2006 U.S. LEXIS 1071",2005,"AMKennedy",1
"2005-026","2006 U.S. LEXIS 1071",2005,"DHSouter",1
"2005-026","2006 U.S. LEXIS 1071",2005,"CThomas",1
"2005-026","2006 U.S. LEXIS 1071",2005,"RBGinsburg",1
"2005-026","2006 U.S. LEXIS 1071",2005,"SGBreyer",1
"2005-026","2006 U.S. LEXIS 1071",2005,"JGRoberts",NA
"2005-027","2006 U.S. LEXIS 1815",2005,"JPStevens",1
"2005-027","2006 U.S. LEXIS 1815",2005,"AScalia",1
"2005-027","2006 U.S. LEXIS 1815",2005,"AMKennedy",1
"2005-027","2006 U.S. LEXIS 1815",2005,"DHSouter",1
"2005-027","2006 U.S. LEXIS 1815",2005,"CThomas",1
"2005-027","2006 U.S. LEXIS 1815",2005,"RBGinsburg",1
"2005-027","2006 U.S. LEXIS 1815",2005,"SGBreyer",1
"2005-027","2006 U.S. LEXIS 1815",2005,"JGRoberts",1
"2005-027","2006 U.S. LEXIS 1815",2005,"SAAlito",NA
"2005-028","2006 U.S. LEXIS 1814",2005,"JPStevens",1
"2005-028","2006 U.S. LEXIS 1814",2005,"AScalia",1
"2005-028","2006 U.S. LEXIS 1814",2005,"AMKennedy",1
"2005-028","2006 U.S. LEXIS 1814",2005,"DHSouter",1
"2005-028","2006 U.S. LEXIS 1814",2005,"CThomas",2
"2005-028","2006 U.S. LEXIS 1814",2005,"RBGinsburg",1
"2005-028","2006 U.S. LEXIS 1814",2005,"SGBreyer",1
"2005-028","2006 U.S. LEXIS 1814",2005,"JGRoberts",1
"2005-028","2006 U.S. LEXIS 1814",2005,"SAAlito",NA
"2005-032","2006 U.S. LEXIS 1821",2005,"JPStevens",1
"2005-032","2006 U.S. LEXIS 1821",2005,"AScalia",1
"2005-032","2006 U.S. LEXIS 1821",2005,"AMKennedy",1
"2005-032","2006 U.S. LEXIS 1821",2005,"DHSouter",1
"2005-032","2006 U.S. LEXIS 1821",2005,"CThomas",1
"2005-032","2006 U.S. LEXIS 1821",2005,"RBGinsburg",1
"2005-032","2006 U.S. LEXIS 1821",2005,"SGBreyer",1
"2005-032","2006 U.S. LEXIS 1821",2005,"JGRoberts",1
"2005-032","2006 U.S. LEXIS 1821",2005,"SAAlito",NA
"2005-033","2006 U.S. LEXIS 1820",2005,"JGRoberts",1
"2005-033","2006 U.S. LEXIS 1820",2005,"JPStevens",1
"2005-033","2006 U.S. LEXIS 1820",2005,"AScalia",1
"2005-033","2006 U.S. LEXIS 1820",2005,"AMKennedy",1
"2005-033","2006 U.S. LEXIS 1820",2005,"DHSouter",1
"2005-033","2006 U.S. LEXIS 1820",2005,"CThomas",2
"2005-033","2006 U.S. LEXIS 1820",2005,"RBGinsburg",1
"2005-033","2006 U.S. LEXIS 1820",2005,"SGBreyer",1
"2005-033","2006 U.S. LEXIS 1820",2005,"SAAlito",NA
"2005-034","2006 U.S. LEXIS 1819",2005,"JPStevens",1
"2005-034","2006 U.S. LEXIS 1819",2005,"AScalia",1
"2005-034","2006 U.S. LEXIS 1819",2005,"AMKennedy",1
"2005-034","2006 U.S. LEXIS 1819",2005,"DHSouter",1
"2005-034","2006 U.S. LEXIS 1819",2005,"CThomas",1
"2005-034","2006 U.S. LEXIS 1819",2005,"RBGinsburg",1
"2005-034","2006 U.S. LEXIS 1819",2005,"SGBreyer",1
"2005-034","2006 U.S. LEXIS 1819",2005,"JGRoberts",1
"2005-034","2006 U.S. LEXIS 1819",2005,"SAAlito",NA
"2005-035","2006 U.S. LEXIS 1818",2005,"JPStevens",1
"2005-035","2006 U.S. LEXIS 1818",2005,"AScalia",4
"2005-035","2006 U.S. LEXIS 1818",2005,"AMKennedy",1
"2005-035","2006 U.S. LEXIS 1818",2005,"DHSouter",1
"2005-035","2006 U.S. LEXIS 1818",2005,"CThomas",4
"2005-035","2006 U.S. LEXIS 1818",2005,"RBGinsburg",1
"2005-035","2006 U.S. LEXIS 1818",2005,"SGBreyer",1
"2005-035","2006 U.S. LEXIS 1818",2005,"JGRoberts",1
"2005-035","2006 U.S. LEXIS 1818",2005,"SAAlito",NA
"2005-036","2006 U.S. LEXIS 2023",2005,"JPStevens",1
"2005-036","2006 U.S. LEXIS 2023",2005,"AScalia",1
"2005-036","2006 U.S. LEXIS 2023",2005,"AMKennedy",1
"2005-036","2006 U.S. LEXIS 2023",2005,"DHSouter",1
"2005-036","2006 U.S. LEXIS 2023",2005,"CThomas",1
"2005-036","2006 U.S. LEXIS 2023",2005,"RBGinsburg",1
"2005-036","2006 U.S. LEXIS 2023",2005,"SGBreyer",1
"2005-036","2006 U.S. LEXIS 2023",2005,"JGRoberts",1
"2005-036","2006 U.S. LEXIS 2023",2005,"SAAlito",NA
"2005-037","2006 U.S. LEXIS 2022",2005,"JPStevens",1
"2005-037","2006 U.S. LEXIS 2022",2005,"AScalia",1
"2005-037","2006 U.S. LEXIS 2022",2005,"AMKennedy",1
"2005-037","2006 U.S. LEXIS 2022",2005,"DHSouter",1
"2005-037","2006 U.S. LEXIS 2022",2005,"CThomas",1
"2005-037","2006 U.S. LEXIS 2022",2005,"RBGinsburg",1
"2005-037","2006 U.S. LEXIS 2022",2005,"SGBreyer",1
"2005-037","2006 U.S. LEXIS 2022",2005,"JGRoberts",1
"2005-037","2006 U.S. LEXIS 2022",2005,"SAAlito",NA
"2005-038","2006 U.S. LEXIS 2024",2005,"JPStevens",1
"2005-038","2006 U.S. LEXIS 2024",2005,"AScalia",1
"2005-038","2006 U.S. LEXIS 2024",2005,"AMKennedy",1
"2005-038","2006 U.S. LEXIS 2024",2005,"DHSouter",1
"2005-038","2006 U.S. LEXIS 2024",2005,"CThomas",1
"2005-038","2006 U.S. LEXIS 2024",2005,"RBGinsburg",1
"2005-038","2006 U.S. LEXIS 2024",2005,"SGBreyer",1
"2005-038","2006 U.S. LEXIS 2024",2005,"JGRoberts",1
"2005-038","2006 U.S. LEXIS 2024",2005,"SAAlito",NA
"2005-039","2006 U.S. LEXIS 2025",2005,"JPStevens",1
"2005-039","2006 U.S. LEXIS 2025",2005,"AScalia",1
"2005-039","2006 U.S. LEXIS 2025",2005,"AMKennedy",1
"2005-039","2006 U.S. LEXIS 2025",2005,"DHSouter",1
"2005-039","2006 U.S. LEXIS 2025",2005,"CThomas",1
"2005-039","2006 U.S. LEXIS 2025",2005,"RBGinsburg",1
"2005-039","2006 U.S. LEXIS 2025",2005,"SGBreyer",1
"2005-039","2006 U.S. LEXIS 2025",2005,"JGRoberts",1
"2005-039","2006 U.S. LEXIS 2025",2005,"SAAlito",NA
"2005-040","2006 U.S. LEXIS 2497",2005,"JPStevens",1
"2005-040","2006 U.S. LEXIS 2497",2005,"AScalia",1
"2005-040","2006 U.S. LEXIS 2497",2005,"AMKennedy",1
"2005-040","2006 U.S. LEXIS 2497",2005,"DHSouter",1
"2005-040","2006 U.S. LEXIS 2497",2005,"CThomas",1
"2005-040","2006 U.S. LEXIS 2497",2005,"RBGinsburg",1
"2005-040","2006 U.S. LEXIS 2497",2005,"SGBreyer",1
"2005-040","2006 U.S. LEXIS 2497",2005,"JGRoberts",1
"2005-040","2006 U.S. LEXIS 2497",2005,"SAAlito",NA
"2005-041","2006 U.S. LEXIS 2496",2005,"JPStevens",4
"2005-041","2006 U.S. LEXIS 2496",2005,"AScalia",1
"2005-041","2006 U.S. LEXIS 2496",2005,"AMKennedy",1
"2005-041","2006 U.S. LEXIS 2496",2005,"DHSouter",4
"2005-041","2006 U.S. LEXIS 2496",2005,"CThomas",1
"2005-041","2006 U.S. LEXIS 2496",2005,"RBGinsburg",4
"2005-041","2006 U.S. LEXIS 2496",2005,"SGBreyer",1
"2005-041","2006 U.S. LEXIS 2496",2005,"JGRoberts",1
"2005-041","2006 U.S. LEXIS 2496",2005,"SAAlito",NA
"2005-042","2006 U.S. LEXIS 2498",2005,"JPStevens",3
"2005-042","2006 U.S. LEXIS 2498",2005,"AScalia",2
"2005-042","2006 U.S. LEXIS 2498",2005,"AMKennedy",1
"2005-042","2006 U.S. LEXIS 2498",2005,"DHSouter",1
"2005-042","2006 U.S. LEXIS 2498",2005,"CThomas",2
"2005-042","2006 U.S. LEXIS 2498",2005,"RBGinsburg",1
"2005-042","2006 U.S. LEXIS 2498",2005,"SGBreyer",3
"2005-042","2006 U.S. LEXIS 2498",2005,"JGRoberts",2
"2005-042","2006 U.S. LEXIS 2498",2005,"SAAlito",NA
"2005-043","2006 U.S. LEXIS 2703",2005,"JPStevens",1
"2005-043","2006 U.S. LEXIS 2703",2005,"AScalia",1
"2005-043","2006 U.S. LEXIS 2703",2005,"AMKennedy",1
"2005-043","2006 U.S. LEXIS 2703",2005,"DHSouter",1
"2005-043","2006 U.S. LEXIS 2703",2005,"CThomas",1
"2005-043","2006 U.S. LEXIS 2703",2005,"RBGinsburg",1
"2005-043","2006 U.S. LEXIS 2703",2005,"SGBreyer",1
"2005-043","2006 U.S. LEXIS 2703",2005,"JGRoberts",1
"2005-043","2006 U.S. LEXIS 2703",2005,"SAAlito",1
"2005-046","2006 U.S. LEXIS 3449",2005,"JGRoberts",1
"2005-046","2006 U.S. LEXIS 3449",2005,"JPStevens",1
"2005-046","2006 U.S. LEXIS 3449",2005,"AScalia",1
"2005-046","2006 U.S. LEXIS 3449",2005,"AMKennedy",1
"2005-046","2006 U.S. LEXIS 3449",2005,"DHSouter",1
"2005-046","2006 U.S. LEXIS 3449",2005,"CThomas",1
"2005-046","2006 U.S. LEXIS 3449",2005,"RBGinsburg",1
"2005-046","2006 U.S. LEXIS 3449",2005,"SGBreyer",1
"2005-046","2006 U.S. LEXIS 3449",2005,"SAAlito",1
"2005-047","2006 U.S. LEXIS 3448",2005,"JGRoberts",1
"2005-047","2006 U.S. LEXIS 3448",2005,"JPStevens",4
"2005-047","2006 U.S. LEXIS 3448",2005,"AScalia",2
"2005-047","2006 U.S. LEXIS 3448",2005,"AMKennedy",1
"2005-047","2006 U.S. LEXIS 3448",2005,"DHSouter",1
"2005-047","2006 U.S. LEXIS 3448",2005,"CThomas",2
"2005-047","2006 U.S. LEXIS 3448",2005,"RBGinsburg",1
"2005-047","2006 U.S. LEXIS 3448",2005,"SGBreyer",2
"2005-047","2006 U.S. LEXIS 3448",2005,"SAAlito",1
"2005-048","2006 U.S. LEXIS 3451",2005,"JPStevens",1
"2005-048","2006 U.S. LEXIS 3451",2005,"AScalia",2
"2005-048","2006 U.S. LEXIS 3451",2005,"AMKennedy",2
"2005-048","2006 U.S. LEXIS 3451",2005,"DHSouter",1
"2005-048","2006 U.S. LEXIS 3451",2005,"CThomas",2
"2005-048","2006 U.S. LEXIS 3451",2005,"RBGinsburg",1
"2005-048","2006 U.S. LEXIS 3451",2005,"SGBreyer",1
"2005-048","2006 U.S. LEXIS 3451",2005,"JGRoberts",1
"2005-048","2006 U.S. LEXIS 3451",2005,"SAAlito",NA
"2005-049","2006 U.S. LEXIS 3450",2005,"JGRoberts",NA
"2005-049","2006 U.S. LEXIS 3450",2005,"JPStevens",1
"2005-049","2006 U.S. LEXIS 3450",2005,"AScalia",1
"2005-049","2006 U.S. LEXIS 3450",2005,"AMKennedy",1
"2005-049","2006 U.S. LEXIS 3450",2005,"DHSouter",1
"2005-049","2006 U.S. LEXIS 3450",2005,"CThomas",1
"2005-049","2006 U.S. LEXIS 3450",2005,"RBGinsburg",2
"2005-049","2006 U.S. LEXIS 3450",2005,"SGBreyer",2
"2005-049","2006 U.S. LEXIS 3450",2005,"SAAlito",NA
"2005-050","2006 U.S. LEXIS 3455",2005,"JPStevens",1
"2005-050","2006 U.S. LEXIS 3455",2005,"AScalia",1
"2005-050","2006 U.S. LEXIS 3455",2005,"AMKennedy",1
"2005-050","2006 U.S. LEXIS 3455",2005,"DHSouter",1
"2005-050","2006 U.S. LEXIS 3455",2005,"CThomas",1
"2005-050","2006 U.S. LEXIS 3455",2005,"RBGinsburg",1
"2005-050","2006 U.S. LEXIS 3455",2005,"SGBreyer",1
"2005-050","2006 U.S. LEXIS 3455",2005,"JGRoberts",1
"2005-050","2006 U.S. LEXIS 3455",2005,"SAAlito",1
"2005-051","2006 U.S. LEXIS 3456",2005,"JPStevens",3
"2005-051","2006 U.S. LEXIS 3456",2005,"AScalia",1
"2005-051","2006 U.S. LEXIS 3456",2005,"AMKennedy",1
"2005-051","2006 U.S. LEXIS 3456",2005,"DHSouter",1
"2005-051","2006 U.S. LEXIS 3456",2005,"CThomas",1
"2005-051","2006 U.S. LEXIS 3456",2005,"RBGinsburg",1
"2005-051","2006 U.S. LEXIS 3456",2005,"SGBreyer",1
"2005-051","2006 U.S. LEXIS 3456",2005,"JGRoberts",1
"2005-051","2006 U.S. LEXIS 3456",2005,"SAAlito",1
"2005-052","2006 U.S. LEXIS 3454",2005,"JPStevens",1
"2005-052","2006 U.S. LEXIS 3454",2005,"AScalia",1
"2005-052","2006 U.S. LEXIS 3454",2005,"AMKennedy",1
"2005-052","2006 U.S. LEXIS 3454",2005,"DHSouter",1
"2005-052","2006 U.S. LEXIS 3454",2005,"CThomas",1
"2005-052","2006 U.S. LEXIS 3454",2005,"RBGinsburg",1
"2005-052","2006 U.S. LEXIS 3454",2005,"SGBreyer",1
"2005-052","2006 U.S. LEXIS 3454",2005,"JGRoberts",1
"2005-052","2006 U.S. LEXIS 3454",2005,"SAAlito",1
"2005-053","2006 U.S. LEXIS 3956",2005,"JPStevens",1
"2005-053","2006 U.S. LEXIS 3956",2005,"AScalia",1
"2005-053","2006 U.S. LEXIS 3956",2005,"AMKennedy",1
"2005-053","2006 U.S. LEXIS 3956",2005,"DHSouter",1
"2005-053","2006 U.S. LEXIS 3956",2005,"CThomas",1
"2005-053","2006 U.S. LEXIS 3956",2005,"RBGinsburg",3
"2005-053","2006 U.S. LEXIS 3956",2005,"SGBreyer",1
"2005-053","2006 U.S. LEXIS 3956",2005,"JGRoberts",1
"2005-053","2006 U.S. LEXIS 3956",2005,"SAAlito",1
"2005-054","2006 U.S. LEXIS 3954",2005,"JPStevens",1
"2005-054","2006 U.S. LEXIS 3954",2005,"AScalia",1
"2005-054","2006 U.S. LEXIS 3954",2005,"AMKennedy",1
"2005-054","2006 U.S. LEXIS 3954",2005,"DHSouter",1
"2005-054","2006 U.S. LEXIS 3954",2005,"CThomas",1
"2005-054","2006 U.S. LEXIS 3954",2005,"RBGinsburg",1
"2005-054","2006 U.S. LEXIS 3954",2005,"SGBreyer",1
"2005-054","2006 U.S. LEXIS 3954",2005,"JGRoberts",1
"2005-054","2006 U.S. LEXIS 3954",2005,"SAAlito",1
"2005-055","2006 U.S. LEXIS 3955",2005,"JPStevens",1
"2005-055","2006 U.S. LEXIS 3955",2005,"AScalia",1
"2005-055","2006 U.S. LEXIS 3955",2005,"AMKennedy",1
"2005-055","2006 U.S. LEXIS 3955",2005,"DHSouter",1
"2005-055","2006 U.S. LEXIS 3955",2005,"CThomas",1
"2005-055","2006 U.S. LEXIS 3955",2005,"RBGinsburg",1
"2005-055","2006 U.S. LEXIS 3955",2005,"SGBreyer",1
"2005-055","2006 U.S. LEXIS 3955",2005,"JGRoberts",1
"2005-055","2006 U.S. LEXIS 3955",2005,"SAAlito",1
"2005-056","2006 U.S. LEXIS 3872",2005,"JPStevens",3
"2005-056","2006 U.S. LEXIS 3872",2005,"AScalia",3
"2005-056","2006 U.S. LEXIS 3872",2005,"AMKennedy",3
